City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,anar darah,32.7587,61.654,10.29,23,0,0.82,AF,1701983789
363,monrovia,6.3005,-10.7969,26.87,79,16,3.04,LR,1701983790
364,praia da vitoria,38.7333,-27.0667,18.2,82,40,8.13,PT,1701983790
365,broken hill,-31.95,141.4333,32.49,25,100,8.58,AU,1701983790
366,midelt,32.6852,-4.7451,13.62,36,100,6.94,MA,1701983790
367,merizo village,13.2658,144.6691,27.31,85,100,8.2,GU,1701983790
368,mitu,1.1983,-70.1733,24.35,98,99,1.42,CO,1701983790
369,carnarvon,-24.8667,113.6333,20.8,71,0,10.06,AU,1701983791
370,at taj,24.2049,23.2857,15.18,29,0,2.1,LY,1701983791
371,yulinshi,38.2906,109.7494,2.74,36,11,3.42,CN,1701983791
372,sisimiut,66.9395,-53.6735,-5.07,70,100,2.69,GL,1701983791
373,rio grande,-32.035,-52.0986,24.06,78,89,11.26,BR,1701983515
374,jiuquan,39.7432,98.5174,-0.62,35,99,1.37,CN,1701983792
375,saynshand,44.8824,110.1163,-6.35,75,90,6.44,MN,1701983792
376,ouesso,1.6136,16.0517,22.15,96,75,0.75,CG,1701983792
377,pine bluff,34.2284,-92.0032,17.96,40,0,5.66,US,1701983755
378,mola di bari,41.0609,17.0873,8.21,54,8,6.94,IT,1701983793
379,plastun,44.7561,136.2939,-9.62,68,0,2.22,RU,1701983794
380,manokwari,-0.8667,134.0833,26.31,81,100,2.64,ID,1701983794
381,bambanglipuro,-7.95,110.2833,25.17,88,97,1.01,ID,1701983794
382,liwale,-9.7667,37.9333,22.58,93,93,1.18,TZ,1701983794
383,forster,-32.1667,152.5167,24.6,80,27,2.72,AU,1701983794
384,toamasina,-18.1667,49.3833,23.98,80,96,3.56,MG,1701983794
385,carletonville,-26.3609,27.3977,19.43,55,34,5.64,ZA,1701983795
386,kudahuvadhoo,2.6708,72.8944,27.06,82,98,8.51,MV,1701983795
387,newman,37.3138,-121.0208,17.79,37,17,1.79,US,1701983795
388,lata,40.1629,-8.3327,13.93,97,86,2.32,PT,1701983795
389,vuktyl,63.8567,57.3094,-27.58,98,100,1.16,RU,1701983796
390,vila do maio,15.1333,-23.2167,24.44,74,100,5.91,CV,1701983778
391,berbera,10.4396,45.0143,25.27,65,29,3.9,SO,1701983796
392,fisterra,42.9049,-9.2629,14.86,79,96,8.58,ES,1701983796
393,selfoss,63.9331,-20.9971,-3.67,60,68,5.44,IS,1701983796
394,bubaque,11.2833,-15.8333,27.85,70,27,6.02,GW,1701983797
395,altai,46.3722,96.2583,-14.59,60,0,0.44,MN,1701983797
396,woolgoolga,-30.1106,153.2007,24.93,82,16,0.64,AU,1701983797
397,inyonga,-6.7167,32.0667,19.32,90,50,1.82,TZ,1701983797
398,st. john's,47.5649,-52.7093,-2.24,91,100,7.72,CA,1701983666
399,hailey,43.5196,-114.3153,2.72,84,27,3.53,US,1701983503
400,zhaotong,27.3167,103.7167,6.95,90,19,1.89,CN,1701983797
401,kumagunnam,13.1551,10.6342,22.91,14,88,4.35,NG,1701983797
402,plettenberg bay,-34.0527,23.3716,19.09,60,0,3.59,ZA,1701983798
403,queenstown,-31.8976,26.8753,17.89,64,58,1.17,ZA,1701983715
404,altamira,-3.2033,-52.2064,29.05,84,20,0.0,BR,1701983798
405,kruisfontein,-34.0033,24.7314,18.82,57,0,3.55,ZA,1701983798
406,ushachy,55.1786,28.6035,-10.91,95,100,3.38,BY,1701983798
407,hami,42.8,93.45,-0.33,56,32,3.39,CN,1701983798
408,aasiaat,68.7098,-52.8699,-12.14,88,100,1.18,GL,1701983798
409,itaituba,-4.2761,-55.9836,23.09,94,100,1.03,BR,1701983634
410,fortaleza,-3.7227,-38.5247,29.48,75,20,4.63,BR,1701983799
411,kapa'a,22.0752,-159.319,26.93,77,75,2.57,US,1701983799
412,flin flon,54.7682,-101.865,-2.09,93,100,1.54,CA,1701983799
413,fort bragg,35.139,-79.006,12.73,38,0,4.63,US,1701983799
414,naze,28.3667,129.4833,11.51,64,0,0.75,JP,1701983799
415,agacoren,38.8748,33.9167,6.79,71,100,2.99,TR,1701983800
416,ishim,56.1128,69.4902,-31.09,97,8,2.68,RU,1701983800
417,kaeng khro,16.1086,102.2581,21.23,69,8,1.61,TH,1701983800
418,blaye,45.1667,-0.5,13.93,98,100,2.68,FR,1701983800
419,ciudad madero,22.2667,-97.8333,20.11,94,100,2.82,MX,1701983800
420,pali,25.7667,73.3333,16.18,34,0,3.45,IN,1701983800
421,noumea,-22.2763,166.4572,26.99,99,100,6.14,NC,1701983800
422,al ghayzah,16.2079,52.176,24.5,56,46,2.35,YE,1701983801
423,christchurch,-43.5333,172.6333,17.52,67,75,4.63,NZ,1701983766
424,port alfred,-33.5906,26.891,20.1,94,21,3.13,ZA,1701983801
425,mumford,5.2618,-0.759,27.18,81,100,3.47,GH,1701983801
426,nova vicosa,-17.8919,-39.3719,26.16,77,5,5.33,BR,1701983801
427,portland,45.5234,-122.6762,9.65,94,75,2.68,US,1701983733
428,ostersund,63.1792,14.6357,-20.75,84,20,0.0,SE,1701983801
429,itoman,26.1247,127.6694,17.01,72,20,3.6,JP,1701983694
430,aguas vermelhas,-15.7472,-41.46,27.96,42,73,3.13,BR,1701983716
431,kuacjok,8.3002,27.9903,26.38,24,5,2.46,SS,1701983802
432,hargeysa,9.56,44.065,15.57,73,65,3.78,SO,1701983802
433,gizo,-8.103,156.8419,27.93,81,96,7.31,SB,1701983802
434,socorro,31.6546,-106.3033,23.56,15,40,6.69,US,1701983802
435,palmer,42.1584,-72.3287,0.9,62,75,2.57,US,1701983802
436,al jawf,29.5,38.75,17.44,57,43,4.34,SA,1701983802
437,gazli,40.1333,63.45,2.91,32,100,3.94,UZ,1701983802
438,byron bay,-28.65,153.6167,22.62,74,1,1.6,AU,1701983771
439,six-fours-les-plages,43.0938,5.84,11.72,76,100,2.68,FR,1701983803
440,dalbandin,28.8947,64.4101,12.89,19,0,1.0,PK,1701983803
441,constantia,44.1833,28.65,1.5,93,100,8.66,RO,1701983803
442,matai,-8.3,31.5167,15.89,93,61,1.57,TZ,1701983803
443,makoua,0.0069,15.6333,22.56,97,100,0.97,CG,1701983803
444,faya-largeau,17.9257,19.1043,21.99,18,66,3.41,TD,1701983803
445,ternate,0.8,127.4,27.21,82,100,1.98,ID,1701983803
446,cullinan,-25.6709,28.5236,20.46,71,56,3.66,ZA,1701983803
447,knyaze-volkonskoye,48.4642,135.4567,-15.81,98,37,3.12,RU,1701983803
448,seven pagodas,12.6264,80.1722,26.03,83,45,2.92,IN,1701983804
449,inda silase,14.1031,38.2829,16.41,38,9,2.11,ET,1701983804
450,praia,14.9215,-23.5087,24.3,73,20,6.69,CV,1701983789
451,tulln,48.3283,16.0586,1.08,91,20,1.03,AT,1701983804
452,lethem,3.3803,-59.7968,31.06,54,100,2.85,GY,1701983804
453,andratx,39.5755,2.4202,16.56,82,100,8.04,ES,1701983804
454,ashburton,-37.8626,145.0794,22.92,68,100,0.45,AU,1701983804
455,broome,42.2506,-75.833,2.06,91,100,2.57,US,1701983804
456,miles city,46.4083,-105.8406,8.54,81,100,5.66,US,1701983804
457,vila velha,-20.3297,-40.2925,27.97,79,0,7.2,BR,1701983804
458,lodwar,3.1191,35.5973,29.71,36,1,4.2,KE,1701983804
459,kapit,2.0167,112.9333,23.02,99,100,0.31,MY,1701983805
460,kampong chhnang,12.1667,104.55,24.27,77,69,1.86,KH,1701983805
461,kegeyli shahar,42.7767,59.6078,-4.95,39,98,7.19,UZ,1701983805
462,ciudad cuauhtemoc,22.1833,-97.8333,20.06,94,100,2.59,MX,1701983805
463,karak city,31.1637,35.762,13.3,61,100,2.72,JO,1701983805
464,podporozh'ye,60.9112,34.1706,-19.26,99,80,1.04,RU,1701983805
465,picota,-6.9197,-76.3304,32.27,60,76,1.32,PE,1701983805
466,taounate,34.5,-4.8333,16.09,87,61,2.09,MA,1701983805
467,odda,60.0691,6.5457,-1.79,83,10,4.28,NO,1701983806
468,nyala,12.05,24.8833,23.38,17,100,3.76,SD,1701983806
469,grand baie,-20.0182,57.5802,25.26,93,7,0.45,MU,1701983806
470,maryborough,-25.5333,152.7,24.35,70,23,3.3,AU,1701983806
471,homer,59.6425,-151.5483,2.09,71,100,2.57,US,1701983798
472,kinablangan,7.6947,126.5503,25.4,88,43,1.55,PH,1701983806
473,papao,-17.75,-149.55,28.82,79,83,9.03,PF,1701983806
474,wichita falls,33.9137,-98.4934,22.45,52,0,10.8,US,1701983586
475,kuala belait,4.5833,114.1833,25.09,90,100,1.92,BN,1701983806
476,san luis de la loma,17.2706,-100.8939,29.24,63,85,2.13,MX,1701983806
477,parauapebas,-6.0675,-49.9022,29.99,78,0,0.0,BR,1701983806
478,tevriz,57.509,72.4042,-34.39,98,7,1.56,RU,1701983807
479,mejit,10.2753,170.8646,27.6,83,99,11.09,MH,1701983807
480,takoradi,4.8845,-1.7554,27.07,81,93,3.43,GH,1701983807
481,talodi,10.6325,30.3797,25.75,21,4,2.34,SD,1701983807
482,polovinnoye,54.7914,65.9864,-30.5,97,6,2.39,RU,1701983807
483,baoqing,46.3317,132.2111,-14.22,87,96,2.53,CN,1701983807
484,perigueux,45.1833,0.7167,9.67,94,100,4.54,FR,1701983807
485,lospalos,-8.5186,127.0025,23.06,85,67,0.14,TL,1701983807
486,abu jibeha,11.4562,31.2285,24.91,20,1,3.09,SD,1701983807
487,cockburn town,21.4612,-71.1419,25.22,68,100,8.23,TC,1701983808
488,grand falls-windsor,48.9332,-55.6649,-3.05,81,99,0.89,CA,1701983808
489,sainte-suzanne,-20.9061,55.6089,26.1,83,100,0.51,RE,1701983808
490,tegina,10.0706,6.1906,25.72,20,49,2.29,NG,1701983808
491,bontoc,17.0899,120.978,19.82,95,88,1.01,PH,1701983808
492,fort st. john,56.2499,-120.8529,-2.06,64,20,4.63,CA,1701983808
493,isangel,-19.55,169.2667,27.06,69,75,3.09,VU,1701983808
494,alofi,-19.0595,-169.9187,28.94,74,75,4.12,NU,1701983808
495,ambah,26.7075,78.2261,16.88,55,0,1.02,IN,1701983808
496,pimentel,-6.8367,-79.9342,24.16,69,0,10.29,PE,1701983809
497,mhangura,-16.8939,30.1683,20.03,43,0,1.35,ZW,1701983809
498,valderice,38.0401,12.6151,13.55,93,75,2.57,IT,1701983809
499,lauro de freitas,-12.8944,-38.3272,28.01,69,75,4.12,BR,1701983706
500,marcala,14.15,-88.0333,22.71,53,4,3.74,HN,1701983669
501,kulhudhuffushi,6.6221,73.07,27.93,82,100,10.13,MV,1701983809
502,roxas,11.5853,122.7511,23.41,81,28,3.39,PH,1701983809
503,mocimboa,-11.3167,40.35,26.12,88,91,2.0,MZ,1701983809
504,estrela,-28.0611,-50.9383,17.51,97,100,0.15,BR,1701983809
505,nea kallikrateia,40.3167,23.0667,7.87,89,100,8.95,GR,1701983809
506,lorengau,-2.0226,147.2712,27.76,83,100,5.61,PG,1701983809
507,novyye lyady,58.0536,56.6039,-35.43,100,15,0.66,RU,1701983810
508,harper,4.375,-7.7169,26.4,82,44,3.56,LR,1701983810
509,kosikha,53.3617,84.5822,-24.16,100,89,1.36,RU,1701983810
510,sleaford,52.9983,-0.4094,6.4,100,100,8.75,GB,1701983810
511,prado,-17.3411,-39.2208,25.52,79,5,4.4,BR,1701983623
512,crucecita,-28.95,-58.9833,26.41,62,9,4.2,AR,1701983810
513,labytnangi,66.6572,66.4183,-21.43,85,100,3.91,RU,1701983810
514,kiama,-34.6833,150.8667,23.47,87,72,0.45,AU,1701983810
515,aykhal,66.0,111.5,-28.37,100,99,2.21,RU,1701983810
516,crane,31.3974,-102.3501,24.05,22,1,4.43,US,1701983810
517,ponnani,10.767,75.9252,24.62,89,98,0.5,IN,1701983810
518,suksun,57.1431,57.3949,-32.84,98,6,0.81,RU,1701983811
519,emerald,-23.5333,148.1667,23.52,69,0,5.56,AU,1701983811
520,sharlyk,52.9167,54.75,-20.45,95,8,2.34,RU,1701983811
521,santa ana,33.7456,-117.8678,21.07,68,75,4.63,US,1701983785
522,argostolion,38.1811,20.489,13.19,60,31,8.32,GR,1701983811
523,belyy yar,53.6039,91.3903,-20.06,77,20,3.0,RU,1701983811
524,santana,-0.0583,-51.1817,31.1,66,20,7.2,BR,1701983557
525,tahe,52.3333,124.7333,-21.13,96,100,1.42,CN,1701983811
526,nuuk,64.1835,-51.7216,3.34,44,40,1.54,GL,1701983811
527,burabay,53.0838,70.3138,-31.36,98,62,2.33,KZ,1701983811
528,akureyri,65.6835,-18.0878,-1.04,69,75,1.54,IS,1701983811
529,zhaoyuan,37.3592,120.3964,6.59,72,0,3.5,CN,1701983812
530,goulburn,-34.75,149.7167,23.21,55,86,0.89,AU,1701983812
531,yeppoon,-23.1333,150.7333,23.88,66,42,7.76,AU,1701983812
532,yorkton,51.2167,-102.4677,3.91,87,100,3.09,CA,1701983532
533,harstad,68.799,16.5293,-2.14,73,100,8.94,NO,1701983812
